"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Supervivencia","edat"
431,"1","1","male",28,0,0,26.55,"S","Survived","21-30"
432,"1","3","female",29,1,0,16.1,"S","Survived","21-30"
433,"1","2","female",42,1,0,26,"S","Survived","41-50"
434,"0","3","male",17,0,0,7.125,"S","No_Survived","0-20"
435,"0","1","male",50,1,0,55.9,"S","No_Survived","41-50"
436,"1","1","female",14,1,2,120,"S","Survived","0-20"
437,"0","3","female",21,2,2,34.375,"S","No_Survived","21-30"
438,"1","2","female",24,2,3,18.75,"S","Survived","21-30"
439,"0","1","male",64,1,4,263,"S","No_Survived","61-70"
440,"0","2","male",31,0,0,10.5,"S","No_Survived","31-40"
441,"1","2","female",45,1,1,26.25,"S","Survived","41-50"
442,"0","3","male",20,0,0,9.5,"S","No_Survived","0-20"
443,"0","3","male",25,1,0,7.775,"S","No_Survived","21-30"
444,"1","2","female",28,0,0,13,"S","Survived","21-30"
445,"1","3","male",29,0,0,8.1125,"S","Survived","21-30"
446,"1","1","male",4,0,2,81.8583,"S","Survived","0-20"
447,"1","2","female",13,0,1,19.5,"S","Survived","0-20"
448,"1","1","male",34,0,0,26.55,"S","Survived","31-40"
449,"1","3","female",5,2,1,19.2583,"C","Survived","0-20"
450,"1","1","male",52,0,0,30.5,"S","Survived","51-60"
451,"0","2","male",36,1,2,27.75,"S","No_Survived","31-40"
452,"0","3","male",29,1,0,19.9667,"S","No_Survived","21-30"
453,"0","1","male",30,0,0,27.75,"C","No_Survived","21-30"
454,"1","1","male",49,1,0,89.1042,"C","Survived","41-50"
455,"0","3","male",29,0,0,8.05,"S","No_Survived","21-30"
456,"1","3","male",29,0,0,7.8958,"C","Survived","21-30"
457,"0","1","male",65,0,0,26.55,"S","No_Survived","61-70"
458,"1","1","female",29,1,0,51.8625,"S","Survived","21-30"
459,"1","2","female",50,0,0,10.5,"S","Survived","41-50"
460,"0","3","male",29,0,0,7.75,"Q","No_Survived","21-30"
461,"1","1","male",48,0,0,26.55,"S","Survived","41-50"
462,"0","3","male",34,0,0,8.05,"S","No_Survived","31-40"
463,"0","1","male",47,0,0,38.5,"S","No_Survived","41-50"
464,"0","2","male",48,0,0,13,"S","No_Survived","41-50"
465,"0","3","male",29,0,0,8.05,"S","No_Survived","21-30"
466,"0","3","male",38,0,0,7.05,"S","No_Survived","31-40"
467,"0","2","male",29,0,0,0,"S","No_Survived","21-30"
468,"0","1","male",56,0,0,26.55,"S","No_Survived","51-60"
469,"0","3","male",29,0,0,7.725,"Q","No_Survived","21-30"
470,"1","3","female",0,2,1,19.2583,"C","Survived",NA
471,"0","3","male",29,0,0,7.25,"S","No_Survived","21-30"
472,"0","3","male",38,0,0,8.6625,"S","No_Survived","31-40"
473,"1","2","female",33,1,2,27.75,"S","Survived","31-40"
474,"1","2","female",23,0,0,13.7917,"C","Survived","21-30"
475,"0","3","female",22,0,0,9.8375,"S","No_Survived","21-30"
476,"0","1","male",29,0,0,52,"S","No_Survived","21-30"
477,"0","2","male",34,1,0,21,"S","No_Survived","31-40"
478,"0","3","male",29,1,0,7.0458,"S","No_Survived","21-30"
479,"0","3","male",22,0,0,7.5208,"S","No_Survived","21-30"
480,"1","3","female",2,0,1,12.2875,"S","Survived","0-20"
481,"0","3","male",9,5,2,46.9,"S","No_Survived","0-20"
482,"0","2","male",29,0,0,0,"S","No_Survived","21-30"
483,"0","3","male",50,0,0,8.05,"S","No_Survived","41-50"
484,"1","3","female",63,0,0,9.5875,"S","Survived","61-70"
485,"1","1","male",25,1,0,91.0792,"C","Survived","21-30"
486,"0","3","female",29,3,1,25.4667,"S","No_Survived","21-30"
487,"1","1","female",35,1,0,90,"S","Survived","31-40"
488,"0","1","male",58,0,0,29.7,"C","No_Survived","51-60"
489,"0","3","male",30,0,0,8.05,"S","No_Survived","21-30"
490,"1","3","male",9,1,1,15.9,"S","Survived","0-20"
491,"0","3","male",29,1,0,19.9667,"S","No_Survived","21-30"
492,"0","3","male",21,0,0,7.25,"S","No_Survived","21-30"
493,"0","1","male",55,0,0,30.5,"S","No_Survived","51-60"
494,"0","1","male",71,0,0,49.5042,"C","No_Survived","71-80"
495,"0","3","male",21,0,0,8.05,"S","No_Survived","21-30"
496,"0","3","male",29,0,0,14.4583,"C","No_Survived","21-30"
497,"1","1","female",54,1,0,78.2667,"C","Survived","51-60"
498,"0","3","male",29,0,0,15.1,"S","No_Survived","21-30"
499,"0","1","female",25,1,2,151.55,"S","No_Survived","21-30"
500,"0","3","male",24,0,0,7.7958,"S","No_Survived","21-30"
501,"0","3","male",17,0,0,8.6625,"S","No_Survived","0-20"
502,"0","3","female",21,0,0,7.75,"Q","No_Survived","21-30"
503,"0","3","female",29,0,0,7.6292,"Q","No_Survived","21-30"
504,"0","3","female",37,0,0,9.5875,"S","No_Survived","31-40"
505,"1","1","female",16,0,0,86.5,"S","Survived","0-20"
506,"0","1","male",18,1,0,108.9,"C","No_Survived","0-20"
507,"1","2","female",33,0,2,26,"S","Survived","31-40"
508,"1","1","male",29,0,0,26.55,"S","Survived","21-30"
509,"0","3","male",28,0,0,22.525,"S","No_Survived","21-30"
510,"1","3","male",26,0,0,56.4958,"S","Survived","21-30"
511,"1","3","male",29,0,0,7.75,"Q","Survived","21-30"
512,"0","3","male",29,0,0,8.05,"S","No_Survived","21-30"
513,"1","1","male",36,0,0,26.2875,"S","Survived","31-40"
514,"1","1","female",54,1,0,59.4,"C","Survived","51-60"
515,"0","3","male",24,0,0,7.4958,"S","No_Survived","21-30"
516,"0","1","male",47,0,0,34.0208,"S","No_Survived","41-50"
517,"1","2","female",34,0,0,10.5,"S","Survived","31-40"
518,"0","3","male",29,0,0,24.15,"Q","No_Survived","21-30"
519,"1","2","female",36,1,0,26,"S","Survived","31-40"
520,"0","3","male",32,0,0,7.8958,"S","No_Survived","31-40"
521,"1","1","female",30,0,0,93.5,"S","Survived","21-30"
522,"0","3","male",22,0,0,7.8958,"S","No_Survived","21-30"
523,"0","3","male",29,0,0,7.225,"C","No_Survived","21-30"
524,"1","1","female",44,0,1,57.9792,"C","Survived","41-50"
525,"0","3","male",29,0,0,7.2292,"C","No_Survived","21-30"
526,"0","3","male",40,0,0,7.75,"Q","No_Survived","31-40"
527,"1","2","female",50,0,0,10.5,"S","Survived","41-50"
528,"0","1","male",29,0,0,221.7792,"S","No_Survived","21-30"
529,"0","3","male",39,0,0,7.925,"S","No_Survived","31-40"
530,"0","2","male",23,2,1,11.5,"S","No_Survived","21-30"
531,"1","2","female",2,1,1,26,"S","Survived","0-20"
532,"0","3","male",29,0,0,7.2292,"C","No_Survived","21-30"
533,"0","3","male",17,1,1,7.2292,"C","No_Survived","0-20"
534,"1","3","female",29,0,2,22.3583,"C","Survived","21-30"
535,"0","3","female",30,0,0,8.6625,"S","No_Survived","21-30"
536,"1","2","female",7,0,2,26.25,"S","Survived","0-20"
537,"0","1","male",45,0,0,26.55,"S","No_Survived","41-50"
538,"1","1","female",30,0,0,106.425,"C","Survived","21-30"
539,"0","3","male",29,0,0,14.5,"S","No_Survived","21-30"
540,"1","1","female",22,0,2,49.5,"C","Survived","21-30"
541,"1","1","female",36,0,2,71,"S","Survived","31-40"
542,"0","3","female",9,4,2,31.275,"S","No_Survived","0-20"
543,"0","3","female",11,4,2,31.275,"S","No_Survived","0-20"
544,"1","2","male",32,1,0,26,"S","Survived","31-40"
545,"0","1","male",50,1,0,106.425,"C","No_Survived","41-50"
546,"0","1","male",64,0,0,26,"S","No_Survived","61-70"
547,"1","2","female",19,1,0,26,"S","Survived","0-20"
548,"1","2","male",29,0,0,13.8625,"C","Survived","21-30"
549,"0","3","male",33,1,1,20.525,"S","No_Survived","31-40"
550,"1","2","male",8,1,1,36.75,"S","Survived","0-20"
551,"1","1","male",17,0,2,110.8833,"C","Survived","0-20"
552,"0","2","male",27,0,0,26,"S","No_Survived","21-30"
553,"0","3","male",29,0,0,7.8292,"Q","No_Survived","21-30"
554,"1","3","male",22,0,0,7.225,"C","Survived","21-30"
555,"1","3","female",22,0,0,7.775,"S","Survived","21-30"
556,"0","1","male",62,0,0,26.55,"S","No_Survived","61-70"
557,"1","1","female",48,1,0,39.6,"C","Survived","41-50"
558,"0","1","male",29,0,0,227.525,"C","No_Survived","21-30"
559,"1","1","female",39,1,1,79.65,"S","Survived","31-40"
560,"1","3","female",36,1,0,17.4,"S","Survived","31-40"
561,"0","3","male",29,0,0,7.75,"Q","No_Survived","21-30"
562,"0","3","male",40,0,0,7.8958,"S","No_Survived","31-40"
563,"0","2","male",28,0,0,13.5,"S","No_Survived","21-30"
564,"0","3","male",29,0,0,8.05,"S","No_Survived","21-30"
565,"0","3","female",29,0,0,8.05,"S","No_Survived","21-30"
566,"0","3","male",24,2,0,24.15,"S","No_Survived","21-30"
567,"0","3","male",19,0,0,7.8958,"S","No_Survived","0-20"
568,"0","3","female",29,0,4,21.075,"S","No_Survived","21-30"
569,"0","3","male",29,0,0,7.2292,"C","No_Survived","21-30"
570,"1","3","male",32,0,0,7.8542,"S","Survived","31-40"
571,"1","2","male",62,0,0,10.5,"S","Survived","61-70"
572,"1","1","female",53,2,0,51.4792,"S","Survived","51-60"
573,"1","1","male",36,0,0,26.3875,"S","Survived","31-40"
574,"1","3","female",29,0,0,7.75,"Q","Survived","21-30"
575,"0","3","male",16,0,0,8.05,"S","No_Survived","0-20"
576,"0","3","male",19,0,0,14.5,"S","No_Survived","0-20"
577,"1","2","female",34,0,0,13,"S","Survived","31-40"
578,"1","1","female",39,1,0,55.9,"S","Survived","31-40"
579,"0","3","female",29,1,0,14.4583,"C","No_Survived","21-30"
580,"1","3","male",32,0,0,7.925,"S","Survived","31-40"
581,"1","2","female",25,1,1,30,"S","Survived","21-30"
582,"1","1","female",39,1,1,110.8833,"C","Survived","31-40"
583,"0","2","male",54,0,0,26,"S","No_Survived","51-60"
584,"0","1","male",36,0,0,40.125,"C","No_Survived","31-40"
585,"0","3","male",29,0,0,8.7125,"C","No_Survived","21-30"
586,"1","1","female",18,0,2,79.65,"S","Survived","0-20"
587,"0","2","male",47,0,0,15,"S","No_Survived","41-50"
588,"1","1","male",60,1,1,79.2,"C","Survived","51-60"
589,"0","3","male",22,0,0,8.05,"S","No_Survived","21-30"
590,"0","3","male",29,0,0,8.05,"S","No_Survived","21-30"
591,"0","3","male",35,0,0,7.125,"S","No_Survived","31-40"
592,"1","1","female",52,1,0,78.2667,"C","Survived","51-60"
593,"0","3","male",47,0,0,7.25,"S","No_Survived","41-50"
594,"0","3","female",29,0,2,7.75,"Q","No_Survived","21-30"
595,"0","2","male",37,1,0,26,"S","No_Survived","31-40"
596,"0","3","male",36,1,1,24.15,"S","No_Survived","31-40"
597,"1","2","female",29,0,0,33,"S","Survived","21-30"
598,"0","3","male",49,0,0,0,"S","No_Survived","41-50"
599,"0","3","male",29,0,0,7.225,"C","No_Survived","21-30"
600,"1","1","male",49,1,0,56.9292,"C","Survived","41-50"
601,"1","2","female",24,2,1,27,"S","Survived","21-30"
602,"0","3","male",29,0,0,7.8958,"S","No_Survived","21-30"
603,"0","1","male",29,0,0,42.4,"S","No_Survived","21-30"
604,"0","3","male",44,0,0,8.05,"S","No_Survived","41-50"
605,"1","1","male",35,0,0,26.55,"C","Survived","31-40"
606,"0","3","male",36,1,0,15.55,"S","No_Survived","31-40"
607,"0","3","male",30,0,0,7.8958,"S","No_Survived","21-30"
608,"1","1","male",27,0,0,30.5,"S","Survived","21-30"
609,"1","2","female",22,1,2,41.5792,"C","Survived","21-30"
610,"1","1","female",40,0,0,153.4625,"S","Survived","31-40"
611,"0","3","female",39,1,5,31.275,"S","No_Survived","31-40"
612,"0","3","male",29,0,0,7.05,"S","No_Survived","21-30"
613,"1","3","female",29,1,0,15.5,"Q","Survived","21-30"
614,"0","3","male",29,0,0,7.75,"Q","No_Survived","21-30"
615,"0","3","male",35,0,0,8.05,"S","No_Survived","31-40"
616,"1","2","female",24,1,2,65,"S","Survived","21-30"
617,"0","3","male",34,1,1,14.4,"S","No_Survived","31-40"
618,"0","3","female",26,1,0,16.1,"S","No_Survived","21-30"
619,"1","2","female",4,2,1,39,"S","Survived","0-20"
620,"0","2","male",26,0,0,10.5,"S","No_Survived","21-30"
621,"0","3","male",27,1,0,14.4542,"C","No_Survived","21-30"
622,"1","1","male",42,1,0,52.5542,"S","Survived","41-50"
623,"1","3","male",20,1,1,15.7417,"C","Survived","0-20"
624,"0","3","male",21,0,0,7.8542,"S","No_Survived","21-30"
625,"0","3","male",21,0,0,16.1,"S","No_Survived","21-30"
626,"0","1","male",61,0,0,32.3208,"S","No_Survived","61-70"
627,"0","2","male",57,0,0,12.35,"Q","No_Survived","51-60"
628,"1","1","female",21,0,0,77.9583,"S","Survived","21-30"
629,"0","3","male",26,0,0,7.8958,"S","No_Survived","21-30"
630,"0","3","male",29,0,0,7.7333,"Q","No_Survived","21-30"
631,"1","1","male",80,0,0,30,"S","Survived","71-80"
632,"0","3","male",51,0,0,7.0542,"S","No_Survived","51-60"
633,"1","1","male",32,0,0,30.5,"C","Survived","31-40"
634,"0","1","male",29,0,0,0,"S","No_Survived","21-30"
635,"0","3","female",9,3,2,27.9,"S","No_Survived","0-20"
636,"1","2","female",28,0,0,13,"S","Survived","21-30"
637,"0","3","male",32,0,0,7.925,"S","No_Survived","31-40"
638,"0","2","male",31,1,1,26.25,"S","No_Survived","31-40"
639,"0","3","female",41,0,5,39.6875,"S","No_Survived","41-50"
640,"0","3","male",29,1,0,16.1,"S","No_Survived","21-30"
641,"0","3","male",20,0,0,7.8542,"S","No_Survived","0-20"
642,"1","1","female",24,0,0,69.3,"C","Survived","21-30"
643,"0","3","female",2,3,2,27.9,"S","No_Survived","0-20"
644,"1","3","male",29,0,0,56.4958,"S","Survived","21-30"
645,"1","3","female",0,2,1,19.2583,"C","Survived",NA
646,"1","1","male",48,1,0,76.7292,"C","Survived","41-50"
647,"0","3","male",19,0,0,7.8958,"S","No_Survived","0-20"
648,"1","1","male",56,0,0,35.5,"C","Survived","51-60"
649,"0","3","male",29,0,0,7.55,"S","No_Survived","21-30"
650,"1","3","female",23,0,0,7.55,"S","Survived","21-30"
651,"0","3","male",29,0,0,7.8958,"S","No_Survived","21-30"
652,"1","2","female",18,0,1,23,"S","Survived","0-20"
653,"0","3","male",21,0,0,8.4333,"S","No_Survived","21-30"
654,"1","3","female",29,0,0,7.8292,"Q","Survived","21-30"
655,"0","3","female",18,0,0,6.75,"Q","No_Survived","0-20"
656,"0","2","male",24,2,0,73.5,"S","No_Survived","21-30"
657,"0","3","male",29,0,0,7.8958,"S","No_Survived","21-30"
658,"0","3","female",32,1,1,15.5,"Q","No_Survived","31-40"
659,"0","2","male",23,0,0,13,"S","No_Survived","21-30"
660,"0","1","male",58,0,2,113.275,"C","No_Survived","51-60"
661,"1","1","male",50,2,0,133.65,"S","Survived","41-50"
662,"0","3","male",40,0,0,7.225,"C","No_Survived","31-40"
663,"0","1","male",47,0,0,25.5875,"S","No_Survived","41-50"
664,"0","3","male",36,0,0,7.4958,"S","No_Survived","31-40"
665,"1","3","male",20,1,0,7.925,"S","Survived","0-20"
666,"0","2","male",32,2,0,73.5,"S","No_Survived","31-40"
667,"0","2","male",25,0,0,13,"S","No_Survived","21-30"
668,"0","3","male",29,0,0,7.775,"S","No_Survived","21-30"
669,"0","3","male",43,0,0,8.05,"S","No_Survived","41-50"
670,"1","1","female",29,1,0,52,"S","Survived","21-30"
671,"1","2","female",40,1,1,39,"S","Survived","31-40"
672,"0","1","male",31,1,0,52,"S","No_Survived","31-40"
673,"0","2","male",70,0,0,10.5,"S","No_Survived","61-70"
674,"1","2","male",31,0,0,13,"S","Survived","31-40"
675,"0","2","male",29,0,0,0,"S","No_Survived","21-30"
676,"0","3","male",18,0,0,7.775,"S","No_Survived","0-20"
677,"0","3","male",24,0,0,8.05,"S","No_Survived","21-30"
678,"1","3","female",18,0,0,9.8417,"S","Survived","0-20"
679,"0","3","female",43,1,6,46.9,"S","No_Survived","41-50"
680,"1","1","male",36,0,1,512.3292,"C","Survived","31-40"
681,"0","3","female",29,0,0,8.1375,"Q","No_Survived","21-30"
682,"1","1","male",27,0,0,76.7292,"C","Survived","21-30"
683,"0","3","male",20,0,0,9.225,"S","No_Survived","0-20"
684,"0","3","male",14,5,2,46.9,"S","No_Survived","0-20"
685,"0","2","male",60,1,1,39,"S","No_Survived","51-60"
686,"0","2","male",25,1,2,41.5792,"C","No_Survived","21-30"
687,"0","3","male",14,4,1,39.6875,"S","No_Survived","0-20"
688,"0","3","male",19,0,0,10.1708,"S","No_Survived","0-20"
689,"0","3","male",18,0,0,7.7958,"S","No_Survived","0-20"
690,"1","1","female",15,0,1,211.3375,"S","Survived","0-20"
691,"1","1","male",31,1,0,57,"S","Survived","31-40"
692,"1","3","female",4,0,1,13.4167,"C","Survived","0-20"
693,"1","3","male",29,0,0,56.4958,"S","Survived","21-30"
694,"0","3","male",25,0,0,7.225,"C","No_Survived","21-30"
695,"0","1","male",60,0,0,26.55,"S","No_Survived","51-60"
696,"0","2","male",52,0,0,13.5,"S","No_Survived","51-60"
697,"0","3","male",44,0,0,8.05,"S","No_Survived","41-50"
698,"1","3","female",29,0,0,7.7333,"Q","Survived","21-30"
699,"0","1","male",49,1,1,110.8833,"C","No_Survived","41-50"
700,"0","3","male",42,0,0,7.65,"S","No_Survived","41-50"
701,"1","1","female",18,1,0,227.525,"C","Survived","0-20"
702,"1","1","male",35,0,0,26.2875,"S","Survived","31-40"
703,"0","3","female",18,0,1,14.4542,"C","No_Survived","0-20"
704,"0","3","male",25,0,0,7.7417,"Q","No_Survived","21-30"
705,"0","3","male",26,1,0,7.8542,"S","No_Survived","21-30"
706,"0","2","male",39,0,0,26,"S","No_Survived","31-40"
707,"1","2","female",45,0,0,13.5,"S","Survived","41-50"
708,"1","1","male",42,0,0,26.2875,"S","Survived","41-50"
709,"1","1","female",22,0,0,151.55,"S","Survived","21-30"
710,"1","3","male",29,1,1,15.2458,"C","Survived","21-30"
711,"1","1","female",24,0,0,49.5042,"C","Survived","21-30"
712,"0","1","male",29,0,0,26.55,"S","No_Survived","21-30"
713,"1","1","male",48,1,0,52,"S","Survived","41-50"
714,"0","3","male",29,0,0,9.4833,"S","No_Survived","21-30"
715,"0","2","male",52,0,0,13,"S","No_Survived","51-60"
716,"0","3","male",19,0,0,7.65,"S","No_Survived","0-20"
717,"1","1","female",38,0,0,227.525,"C","Survived","31-40"
718,"1","2","female",27,0,0,10.5,"S","Survived","21-30"
719,"0","3","male",29,0,0,15.5,"Q","No_Survived","21-30"
720,"0","3","male",33,0,0,7.775,"S","No_Survived","31-40"
721,"1","2","female",6,0,1,33,"S","Survived","0-20"
722,"0","3","male",17,1,0,7.0542,"S","No_Survived","0-20"
723,"0","2","male",34,0,0,13,"S","No_Survived","31-40"
724,"0","2","male",50,0,0,13,"S","No_Survived","41-50"
725,"1","1","male",27,1,0,53.1,"S","Survived","21-30"
726,"0","3","male",20,0,0,8.6625,"S","No_Survived","0-20"
727,"1","2","female",30,3,0,21,"S","Survived","21-30"
728,"1","3","female",29,0,0,7.7375,"Q","Survived","21-30"
729,"0","2","male",25,1,0,26,"S","No_Survived","21-30"
730,"0","3","female",25,1,0,7.925,"S","No_Survived","21-30"
731,"1","1","female",29,0,0,211.3375,"S","Survived","21-30"
732,"0","3","male",11,0,0,18.7875,"C","No_Survived","0-20"
733,"0","2","male",29,0,0,0,"S","No_Survived","21-30"
734,"0","2","male",23,0,0,13,"S","No_Survived","21-30"
735,"0","2","male",23,0,0,13,"S","No_Survived","21-30"
736,"0","3","male",28,0,0,16.1,"S","No_Survived","21-30"
737,"0","3","female",48,1,3,34.375,"S","No_Survived","41-50"
738,"1","1","male",35,0,0,512.3292,"C","Survived","31-40"
739,"0","3","male",29,0,0,7.8958,"S","No_Survived","21-30"
740,"0","3","male",29,0,0,7.8958,"S","No_Survived","21-30"
741,"1","1","male",29,0,0,30,"S","Survived","21-30"
742,"0","1","male",36,1,0,78.85,"S","No_Survived","31-40"
743,"1","1","female",21,2,2,262.375,"C","Survived","21-30"
744,"0","3","male",24,1,0,16.1,"S","No_Survived","21-30"
745,"1","3","male",31,0,0,7.925,"S","Survived","31-40"
746,"0","1","male",70,1,1,71,"S","No_Survived","61-70"
747,"0","3","male",16,1,1,20.25,"S","No_Survived","0-20"
748,"1","2","female",30,0,0,13,"S","Survived","21-30"
749,"0","1","male",19,1,0,53.1,"S","No_Survived","0-20"
750,"0","3","male",31,0,0,7.75,"Q","No_Survived","31-40"
751,"1","2","female",4,1,1,23,"S","Survived","0-20"
752,"1","3","male",6,0,1,12.475,"S","Survived","0-20"
753,"0","3","male",33,0,0,9.5,"S","No_Survived","31-40"
754,"0","3","male",23,0,0,7.8958,"S","No_Survived","21-30"
755,"1","2","female",48,1,2,65,"S","Survived","41-50"
756,"1","2","male",0,1,1,14.5,"S","Survived",NA
757,"0","3","male",28,0,0,7.7958,"S","No_Survived","21-30"
758,"0","2","male",18,0,0,11.5,"S","No_Survived","0-20"
759,"0","3","male",34,0,0,8.05,"S","No_Survived","31-40"
760,"1","1","female",33,0,0,86.5,"S","Survived","31-40"
761,"0","3","male",29,0,0,14.5,"S","No_Survived","21-30"
762,"0","3","male",41,0,0,7.125,"S","No_Survived","41-50"
763,"1","3","male",20,0,0,7.2292,"C","Survived","0-20"
764,"1","1","female",36,1,2,120,"S","Survived","31-40"
765,"0","3","male",16,0,0,7.775,"S","No_Survived","0-20"
766,"1","1","female",51,1,0,77.9583,"S","Survived","51-60"
767,"0","1","male",29,0,0,39.6,"C","No_Survived","21-30"
768,"0","3","female",30,0,0,7.75,"Q","No_Survived","21-30"
769,"0","3","male",29,1,0,24.15,"Q","No_Survived","21-30"
770,"0","3","male",32,0,0,8.3625,"S","No_Survived","31-40"
771,"0","3","male",24,0,0,9.5,"S","No_Survived","21-30"
772,"0","3","male",48,0,0,7.8542,"S","No_Survived","41-50"
773,"0","2","female",57,0,0,10.5,"S","No_Survived","51-60"
774,"0","3","male",29,0,0,7.225,"C","No_Survived","21-30"
775,"1","2","female",54,1,3,23,"S","Survived","51-60"
776,"0","3","male",18,0,0,7.75,"S","No_Survived","0-20"
777,"0","3","male",29,0,0,7.75,"Q","No_Survived","21-30"
778,"1","3","female",5,0,0,12.475,"S","Survived","0-20"
779,"0","3","male",29,0,0,7.7375,"Q","No_Survived","21-30"
780,"1","1","female",43,0,1,211.3375,"S","Survived","41-50"
781,"1","3","female",13,0,0,7.2292,"C","Survived","0-20"
782,"1","1","female",17,1,0,57,"S","Survived","0-20"
783,"0","1","male",29,0,0,30,"S","No_Survived","21-30"
784,"0","3","male",29,1,2,23.45,"S","No_Survived","21-30"
785,"0","3","male",25,0,0,7.05,"S","No_Survived","21-30"
786,"0","3","male",25,0,0,7.25,"S","No_Survived","21-30"
787,"1","3","female",18,0,0,7.4958,"S","Survived","0-20"
788,"0","3","male",8,4,1,29.125,"Q","No_Survived","0-20"
789,"1","3","male",1,1,2,20.575,"S","Survived","0-20"
790,"0","1","male",46,0,0,79.2,"C","No_Survived","41-50"
791,"0","3","male",29,0,0,7.75,"Q","No_Survived","21-30"
792,"0","2","male",16,0,0,26,"S","No_Survived","0-20"
793,"0","3","female",29,8,2,69.55,"S","No_Survived","21-30"
794,"0","1","male",29,0,0,30.6958,"C","No_Survived","21-30"
795,"0","3","male",25,0,0,7.8958,"S","No_Survived","21-30"
796,"0","2","male",39,0,0,13,"S","No_Survived","31-40"
797,"1","1","female",49,0,0,25.9292,"S","Survived","41-50"
798,"1","3","female",31,0,0,8.6833,"S","Survived","31-40"
799,"0","3","male",30,0,0,7.2292,"C","No_Survived","21-30"
800,"0","3","female",30,1,1,24.15,"S","No_Survived","21-30"
801,"0","2","male",34,0,0,13,"S","No_Survived","31-40"
802,"1","2","female",31,1,1,26.25,"S","Survived","31-40"
803,"1","1","male",11,1,2,120,"S","Survived","0-20"
804,"1","3","male",0,0,1,8.5167,"C","Survived",NA
805,"1","3","male",27,0,0,6.975,"S","Survived","21-30"
806,"0","3","male",31,0,0,7.775,"S","No_Survived","31-40"
807,"0","1","male",39,0,0,0,"S","No_Survived","31-40"
808,"0","3","female",18,0,0,7.775,"S","No_Survived","0-20"
809,"0","2","male",39,0,0,13,"S","No_Survived","31-40"
810,"1","1","female",33,1,0,53.1,"S","Survived","31-40"
811,"0","3","male",26,0,0,7.8875,"S","No_Survived","21-30"
812,"0","3","male",39,0,0,24.15,"S","No_Survived","31-40"
813,"0","2","male",35,0,0,10.5,"S","No_Survived","31-40"
814,"0","3","female",6,4,2,31.275,"S","No_Survived","0-20"
815,"0","3","male",30,0,0,8.05,"S","No_Survived","21-30"
816,"0","1","male",29,0,0,0,"S","No_Survived","21-30"
817,"0","3","female",23,0,0,7.925,"S","No_Survived","21-30"
818,"0","2","male",31,1,1,37.0042,"C","No_Survived","31-40"
819,"0","3","male",43,0,0,6.45,"S","No_Survived","41-50"
820,"0","3","male",10,3,2,27.9,"S","No_Survived","0-20"
821,"1","1","female",52,1,1,93.5,"S","Survived","51-60"
822,"1","3","male",27,0,0,8.6625,"S","Survived","21-30"
823,"0","1","male",38,0,0,0,"S","No_Survived","31-40"
824,"1","3","female",27,0,1,12.475,"S","Survived","21-30"
825,"0","3","male",2,4,1,39.6875,"S","No_Survived","0-20"
826,"0","3","male",29,0,0,6.95,"Q","No_Survived","21-30"
827,"0","3","male",29,0,0,56.4958,"S","No_Survived","21-30"
828,"1","2","male",1,0,2,37.0042,"C","Survived","0-20"
829,"1","3","male",29,0,0,7.75,"Q","Survived","21-30"
830,"1","1","female",62,0,0,80,"S","Survived","61-70"
831,"1","3","female",15,1,0,14.4542,"C","Survived","0-20"
832,"1","2","male",0,1,1,18.75,"S","Survived",NA
833,"0","3","male",29,0,0,7.2292,"C","No_Survived","21-30"
834,"0","3","male",23,0,0,7.8542,"S","No_Survived","21-30"
835,"0","3","male",18,0,0,8.3,"S","No_Survived","0-20"
836,"1","1","female",39,1,1,83.1583,"C","Survived","31-40"
837,"0","3","male",21,0,0,8.6625,"S","No_Survived","21-30"
838,"0","3","male",29,0,0,8.05,"S","No_Survived","21-30"
839,"1","3","male",32,0,0,56.4958,"S","Survived","31-40"
840,"1","1","male",29,0,0,29.7,"C","Survived","21-30"
841,"0","3","male",20,0,0,7.925,"S","No_Survived","0-20"
842,"0","2","male",16,0,0,10.5,"S","No_Survived","0-20"
843,"1","1","female",30,0,0,31,"C","Survived","21-30"
844,"0","3","male",34,0,0,6.4375,"C","No_Survived","31-40"
845,"0","3","male",17,0,0,8.6625,"S","No_Survived","0-20"
846,"0","3","male",42,0,0,7.55,"S","No_Survived","41-50"
847,"0","3","male",29,8,2,69.55,"S","No_Survived","21-30"
848,"0","3","male",35,0,0,7.8958,"C","No_Survived","31-40"
849,"0","2","male",28,0,1,33,"S","No_Survived","21-30"
850,"1","1","female",29,1,0,89.1042,"C","Survived","21-30"
851,"0","3","male",4,4,2,31.275,"S","No_Survived","0-20"
852,"0","3","male",74,0,0,7.775,"S","No_Survived","71-80"
853,"0","3","female",9,1,1,15.2458,"C","No_Survived","0-20"
854,"1","1","female",16,0,1,39.4,"S","Survived","0-20"
855,"0","2","female",44,1,0,26,"S","No_Survived","41-50"
856,"1","3","female",18,0,1,9.35,"S","Survived","0-20"
857,"1","1","female",45,1,1,164.8667,"S","Survived","41-50"
858,"1","1","male",51,0,0,26.55,"S","Survived","51-60"
859,"1","3","female",24,0,3,19.2583,"C","Survived","21-30"
860,"0","3","male",29,0,0,7.2292,"C","No_Survived","21-30"
861,"0","3","male",41,2,0,14.1083,"S","No_Survived","41-50"
862,"0","2","male",21,1,0,11.5,"S","No_Survived","21-30"
